anon_user_id,course_number,title,grade,date_set,course_section_id,class_start_time,class_end_time,bachelors_grad_year,bachelors_major_category,masters_degree,age,consulting_job,finance_job,marketing_job,entrepreneurship_job,non_profit_job,tech_job,corporate_job,consulting_intern,finance_intern,marketing_intern,entrepreneurship_intern,non_profit_intern,tech_intern,corporate_intern,citizenship_country,asset_management_sales_trading,business_analytics,business_development_growth,b2b_marketing,corporate_finance_investment_banking,corporate_innovation,entrepreneurship,global_business,innovation_for_sustainability,market_analytics,marketing,strategy_consulting,supply_chain_management
6742,7602,Global Financial Markets,DP,FY Elective,7743,11:45:00 AM,1:10:00 PM,2010,Computer Science,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
6742,7603,Valuation in Financial Markets,DP,\N,7924,\N,\N,2010,Computer Science,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
603,7600,Data Analysis and Optimization,SP,FY Elective,7758,8:00:00 AM,9:25:00 AM,2010,Engineering,0,24,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
603,7602,Global Financial Markets,HP,FY Elective,7743,11:45:00 AM,1:10:00 PM,2010,Engineering,0,24,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
603,7603,Valuation in Financial Markets,SP,Late Week,7792,8:00:00 AM,9:25:00 AM,2010,Engineering,0,24,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
603,7620,Interpersonal Communications,SP,Late Week,7917,10:00:00 AM,11:25:00 AM,2010,Engineering,0,24,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
4638,7603,Valuation in Financial Markets,SP,Late Week,8513,8:00:00 AM,9:25:00 AM,2010,Finance,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
4638,7620,Interpersonal Communications,DP,Late Week,7917,10:00:00 AM,11:25:00 AM,2010,Finance,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
8412,7602,Global Financial Markets,DP,Early Week,7920,2:45:00 PM,4:10:00 PM,2010,History,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
8412,7603,Valuation in Financial Markets,HP,FY Elective,7744,8:00:00 AM,9:25:00 AM,2010,History,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
3690,7600,Data Analysis and Optimization,DP,Early Week,7913,8:00:00 AM,9:25:00 AM,2010,Economics,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,1,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
3690,7602,Global Financial Markets,HP,FY Elective,7742,10:00:00 AM,11:25:00 AM,2010,Economics,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,1,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
3690,7603,Valuation in Financial Markets,DP,Late Week,7792,8:00:00 AM,9:25:00 AM,2010,Economics,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,1,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
3690,7620,Interpersonal Communications,DP,Late Week,7917,10:00:00 AM,11:25:00 AM,2010,Economics,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,1,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
4897,7600,Data Analysis and Optimization,SP,FY Elective,7758,8:00:00 AM,9:25:00 AM,2010,Other,0,24,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N
4897,7603,Valuation in Financial Markets,SP,Late Week,7793,10:00:00 AM,11:25:00 AM,2010,Other,0,24,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N
7461,7600,Data Analysis and Optimization,HP,Early Week,7913,8:00:00 AM,9:25:00 AM,2010,Economics,1,24,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,1,\N,\N,\N,1,\N,\N,\N,\N,\N,\N,\N,\N
7461,7603,Valuation in Financial Markets,HP,FY Elective,7745,11:45:00 AM,1:10:00 PM,2010,Economics,1,24,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,1,\N,\N,\N,1,\N,\N,\N,\N,\N,\N,\N,\N
942,7602,Global Financial Markets,SP,FY Elective,7743,11:45:00 AM,1:10:00 PM,2010,Electrical Engineering,0,29,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,Israel,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
942,7603,Valuation in Financial Markets,HP,Late Week,7792,8:00:00 AM,9:25:00 AM,2010,Electrical Engineering,0,29,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,Israel,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
7546,7603,Valuation in Financial Markets,HP,\N,8976,\N,\N,2010,Business Administration,0,29,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
6781,7600,Data Analysis and Optimization,DP,FY Elective,8462,8:00:00 AM,9:25:00 AM,2010,Economics,1,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
6781,7602,Global Financial Markets,SP,Early Week,8611,11:45:00 AM,1:10:00 PM,2010,Economics,1,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
8064,7600,Data Analysis and Optimization,DP,Early Week,8606,8:00:00 AM,9:25:00 AM,2010,Economics,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
8064,7602,Global Financial Markets,DP,FY Elective,8467,11:45:00 AM,1:10:00 PM,2010,Economics,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
8064,7603,Valuation in Financial Markets,SP,FY Elective,8468,8:00:00 AM,9:25:00 AM,2010,Economics,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
8064,7616,Leadership Ride: Lesson in Leadership - Gettysburg,SP,FY Experiential,8501,\N,\N,2010,Economics,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
371,7600,Data Analysis and Optimization,SP,FY Elective,8463,11:45:00 AM,1:10:00 PM,2010,Other,1,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
3946,7602,Global Financial Markets,SP,FY Elective,8467,11:45:00 AM,1:10:00 PM,2011,Finance,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,Dominican Republic,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
3946,7616,Leadership Ride: Lesson in Leadership - Gettysburg,HP,FY Experiential,8501,\N,\N,2011,Finance,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,Dominican Republic,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
3946,7602,Global Financial Markets,SP,FY Elective,8467,11:45:00 AM,1:10:00 PM,2011,Finance,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
3946,7616,Leadership Ride: Lesson in Leadership - Gettysburg,HP,FY Experiential,8501,\N,\N,2011,Finance,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
5563,7603,Valuation in Financial Markets,SP,\N,8614,\N,\N,2012,Economics,1,23,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
5563,7616,Leadership Ride: Lesson in Leadership - Gettysburg,SP,FY Experiential,8507,\N,\N,2012,Economics,1,23,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2317,7602,Global Financial Markets,DP,Early Week,8611,11:45:00 AM,1:10:00 PM,2010,Finance,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,Chile,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2317,7603,Valuation in Financial Markets,HP,FY Elective,8468,8:00:00 AM,9:25:00 AM,2010,Finance,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,Chile,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2317,7602,Global Financial Markets,DP,Early Week,8611,11:45:00 AM,1:10:00 PM,2010,Finance,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
2317,7603,Valuation in Financial Markets,HP,FY Elective,8468,8:00:00 AM,9:25:00 AM,2010,Finance,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1005,7600,Data Analysis and Optimization,DP,FY Elective,8463,11:45:00 AM,1:10:00 PM,2010,Accounting,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1005,7602,Global Financial Markets,SP,Early Week,8611,11:45:00 AM,1:10:00 PM,2010,Accounting,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
1005,7603,Valuation in Financial Markets,HP,Late Week,8513,8:00:00 AM,9:25:00 AM,2010,Accounting,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
4936,7603,Valuation in Financial Markets,SP,Late Week,8514,10:00:00 AM,11:25:00 AM,2010,Other,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
4936,7616,Leadership Ride: Lesson in Leadership - Gettysburg,HP,FY Experiential,8507,\N,\N,2010,Other,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
36,7600,Data Analysis and Optimization,SP,FY Elective,8462,8:00:00 AM,9:25:00 AM,2010,Economics,0,25,1,0,0,0,0,0,1,1,0,0,0,0,0,1,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
36,7602,Global Financial Markets,HP,FY Elective,8466,10:00:00 AM,11:25:00 AM,2010,Economics,0,25,1,0,0,0,0,0,1,1,0,0,0,0,0,1,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
36,7603,Valuation in Financial Markets,DP,\N,8614,\N,\N,2010,Economics,0,25,1,0,0,0,0,0,1,1,0,0,0,0,0,1,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
36,7616,Leadership Ride: Lesson in Leadership - Gettysburg,SP,FY Experiential,8501,\N,\N,2010,Economics,0,25,1,0,0,0,0,0,1,1,0,0,0,0,0,1,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
6332,7600,Data Analysis and Optimization,SP,FY Elective,8462,8:00:00 AM,9:25:00 AM,2010,Computer Science,0,25,0,0,0,0,0,1,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
5203,7600,Data Analysis and Optimization,DP,FY Elective,8462,8:00:00 AM,9:25:00 AM,2010,Other,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N
5203,7602,Global Financial Markets,HP,Early Week,8611,11:45:00 AM,1:10:00 PM,2010,Other,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N
5203,7603,Valuation in Financial Markets,DP,\N,8614,\N,\N,2010,Other,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N
8520,7602,Global Financial Markets,HP,FY Elective,8467,11:45:00 AM,1:10:00 PM,2010,Finance,0,26,0,0,0,0,0,0,1,0,0,0,0,0,1,1,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
8520,7603,Valuation in Financial Markets,SP,\N,8614,\N,\N,2010,Finance,0,26,0,0,0,0,0,0,1,0,0,0,0,0,1,1,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
8520,7616,Leadership Ride: Lesson in Leadership - Gettysburg,HP,FY Experiential,8501,\N,\N,2010,Finance,0,26,0,0,0,0,0,0,1,0,0,0,0,0,1,1,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
6262,7600,Data Analysis and Optimization,LP,FY Elective,8463,11:45:00 AM,1:10:00 PM,2011,Mathematics,0,23,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,Singapore,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
8497,7616,Leadership Ride: Lesson in Leadership - Gettysburg,HP,FY Experiential,8501,\N,\N,2010,Other,0,26,0,0,1,0,0,1,1,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
6965,7600,Data Analysis and Optimization,DP,FY Elective,8463,11:45:00 AM,1:10:00 PM,2010,Industrial Engineering,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,China,1,\N,\N,\N,1,\N,\N,\N,\N,\N,\N,\N,\N
6965,7602,Global Financial Markets,SP,FY Elective,8466,10:00:00 AM,11:25:00 AM,2010,Industrial Engineering,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,China,1,\N,\N,\N,1,\N,\N,\N,\N,\N,\N,\N,\N
6965,7603,Valuation in Financial Markets,DP,\N,8614,\N,\N,2010,Industrial Engineering,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,China,1,\N,\N,\N,1,\N,\N,\N,\N,\N,\N,\N,\N
6965,7616,Leadership Ride: Lesson in Leadership - Gettysburg,SP,FY Experiential,8501,\N,\N,2010,Industrial Engineering,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,China,1,\N,\N,\N,1,\N,\N,\N,\N,\N,\N,\N,\N
5645,7602,Global Financial Markets,SP,FY Elective,8467,11:45:00 AM,1:10:00 PM,2012,Economics,0,23,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,Denmark,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
5645,7603,Valuation in Financial Markets,HP,FY Elective,8468,8:00:00 AM,9:25:00 AM,2012,Economics,0,23,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,Denmark,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
3489,7600,Data Analysis and Optimization,LP,Early Week,8606,8:00:00 AM,9:25:00 AM,2010,Other,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
3489,7602,Global Financial Markets,SP,Early Week,8611,11:45:00 AM,1:10:00 PM,2010,Other,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
3489,7603,Valuation in Financial Markets,SP,FY Elective,8469,11:45:00 AM,1:10:00 PM,2010,Other,0,25,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
4385,7600,Data Analysis and Optimization,DP,FY Elective,8462,8:00:00 AM,9:25:00 AM,2010,Finance,1,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
4385,7602,Global Financial Markets,DP,Early Week,8611,11:45:00 AM,1:10:00 PM,2010,Finance,1,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,USA,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
5742,7600,Data Analysis and Optimization,HP,Early Week,8606,8:00:00 AM,9:25:00 AM,2010,Accounting,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,Italy,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N
5742,7602,Global Financial Markets,HP,FY Elective,8466,10:00:00 AM,11:25:00 AM,2010,Accounting,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,Italy,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N
5742,7603,Valuation in Financial Markets,SP,Late Week,8513,8:00:00 AM,9:25:00 AM,2010,Accounting,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,Italy,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N
5742,7616,Leadership Ride: Lesson in Leadership - Gettysburg,SP,FY Experiential,8507,\N,\N,2010,Accounting,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,Italy,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N
5742,7600,Data Analysis and Optimization,HP,Early Week,8606,8:00:00 AM,9:25:00 AM,2010,Accounting,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,Peru,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N
5742,7602,Global Financial Markets,HP,FY Elective,8466,10:00:00 AM,11:25:00 AM,2010,Accounting,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,Peru,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N
5742,7603,Valuation in Financial Markets,SP,Late Week,8513,8:00:00 AM,9:25:00 AM,2010,Accounting,0,26,0,0,0,0,0,0,0,\N,\N,\N,\N,\N,\N,\N,Peru,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N
